t,H,L
104.0,2.080555220395931,4.653123014447315
105.0,2.0798468365041347,4.654725682416441
106.0,2.0791417013583606,4.6563223451026445
107.0,2.0784397877517073,4.657913049974246
108.0,2.0777410688194005,4.659497843935028
109.0,2.0770455180331187,4.661076773333221
110.0,2.076353109195437,4.6626498839703086
111.0,2.0756638164343806,4.664217221109654
112.0,2.0749776141980933,4.665778829484963
113.0,2.074294477249612,4.667334753308577
114.0,2.0736143806617475,4.668885036279601
115.0,2.07293729981207,4.67042972159188
116.0,2.0722632103779923,4.6719688519418145
117.0,2.0715920883319545,4.673502469536027
118.0,2.0709239099367016,4.675030616098881
119.0,2.070258651740658,4.6765533328798545
120.0,2.06959629057339,4.678070660660775
121.0,2.068936803541161,4.679582639762912
122.0,2.0682801680225715,4.68108931005394
123.0,2.067626361664285,4.682590710954768
124.0,2.0669753623768368,4.68408688144624
125.0,2.0663271483305254,4.685577860075708
126.0,2.0656816979513817,4.687063684963486
127.0,2.0650389899172152,4.688544393809183
128.0,2.0643990031537394,4.6900200238979135
129.0,2.063761716830767,4.691490612106404
130.0,2.0631271103584803,4.692956194908973
131.0,2.0624951633837707,4.694416808383415
132.0,2.0618658557866483,4.695872488216766
133.0,2.0612391676767188,4.6973232697109735
134.0,2.060615079389727,4.698769187788454
135.0,2.0599935714841626,4.700210276997558
136.0,2.0593746247379325,4.7016465715179345
137.0,2.058758220145092,4.703078105165798
138.0,2.058144338912638,4.704504911399101
139.0,2.0575329624573597,4.705927023322613
140.0,2.05692407240275,4.707344473692919
141.0,2.0563176505759695,4.708757294923313
142.0,2.0557136790048687,4.710165519088622
143.0,2.0551121399150625,4.711569177929936
144.0,2.054513015727059,4.712968302859253
145.0,2.053916289053438,4.714362924964056
146.0,2.0533219426960843,4.715753075011793
147.0,2.052729959643463,4.717138783454292
148.0,2.052140323067953,4.718520080432097
149.0,2.0515530163232185,4.719896995778729
150.0,2.050968022941635,4.72126955902487
151.0,2.0503853266317544,4.722637799402484
152.0,2.049804911275819,4.72400174584886
153.0,2.0492267609273167,4.725361427010591
154.0,2.0486508598085793,4.726716871247482
155.0,2.0480771923084236,4.7280681066364005
156.0,2.0475057429798325,4.729415160975051
157.0,2.046936496537675,4.7307580617856955
158.0,2.046369437856469,4.732096836318806
159.0,2.0458045519681787,4.73343151155666
160.0,2.0452418240600516,4.734762114216876
161.0,2.0446812394724923,4.7360886707558905
162.0,2.0441227836969715,4.737411207372376
163.0,2.043566442373972,4.738729750010605
164.0,2.043012201290968,4.740044324363759
165.0,2.0424600463804383,4.741354955877183
166.0,2.0419099637179148,4.742661669751588
167.0,2.0413619395200597,4.7439644909462
168.0,2.0408159601427798,4.74526344418186
169.0,2.0402720120793676,4.746558553944073
170.0,2.0397300819586763,4.74784984448601
171.0,2.0391901565433224,4.749137339831463
172.0,2.03865222272792,4.750421063777742
173.0,2.0381162675373434,4.751701039898549
174.0,2.037582278125017,4.752977291546778
175.0,2.037050241771233,4.754249841857297
176.0,2.0365201458815,4.755518713749669
177.0,2.035991977984913,4.756783929930836
178.0,2.035465725732554,4.7580455128977635
179.0,2.034941376895915,4.759303484940042
180.0,2.0344189193653484,4.760557868142445
181.0,2.033898341148543,4.7618086843874545
182.0,2.033379630369021,4.763055955357738
183.0,2.032862775264662,4.764299702538599
184.0,2.0323477641862477,4.765539947220378
185.0,2.0318345855960325,4.766776710500828
186.0,2.031323228066334,4.768010013287444
187.0,2.030813680278147,4.769239876299767
188.0,2.0303059310197793,4.770466320071641
189.0,2.029799969185507,4.77168936495345
190.0,2.029295783774254,4.772909031114309
191.0,2.028793363888287,4.77412533854423
192.0,2.0282926987319367,4.775338307056252
193.0,2.0277937776103334,4.776547956288542
194.0,2.027296589928165,4.777754305706461
195.0,2.0268011251884532,4.778957374604603
196.0,2.0263073729913472,4.780157182108802
197.0,2.0258153230329388,4.78135374717811
198.0,2.0253249651040925,4.782547088606747
199.0,2.0248362890892944,4.783737225026019
200.0,2.024349284965518,4.7849241749062115
201.0,2.023863942801108,4.786107956558457
202.0,2.0233802527546803,4.787288588136568
203.0,2.0228982050740387,4.788466087638854
204.0,2.0224177900951066,4.789640472909901
205.0,2.0219389982408753,4.790811761642335
206.0,2.0214618200203693,4.791979971378553
207.0,2.020986246027625,4.793145119512438
208.0,2.0205122669406843,4.79430722329104
209.0,2.020039873520604,4.795466299816235
210.0,2.0195690566104805,4.796622366046369
211.0,2.019099807134486,4.79777543879787
212.0,2.018632116096922,4.798925534746836
213.0,2.018165974581283,4.80007267043061
214.0,2.017701373749338,4.801216862249325
215.0,2.01723830484022,4.802358126467432
216.0,2.016776759169535,4.8034964792152
217.0,2.0163167281284773,4.804631936490205
218.0,2.015858203182962,4.805764514158791
219.0,2.015401175872768,4.806894227957512
220.0,2.014945637810694,4.808021093494558
221.0,2.014491580681725,4.809145126251155
222.0,2.014038996242212,4.810266341582954
223.0,2.013587876319064,4.811384754721392
224.0,2.0131382128089497,4.812500380775043
225.0,2.012689997677509,4.8136132347309415
226.0,2.0122432229585807,4.814723331455899
227.0,2.011797880753436,4.815830685697795
228.0,2.0113539632300244,4.816935312086849
229.0,2.0109114626222304,4.818037225136885
230.0,2.010470371229141,4.8191364392465665
231.0,2.0100306814143214,4.820232968700629
232.0,2.0095923856051026,4.821326827671082
233.0,2.009155476291877,4.8224180302184045
234.0,2.0087199460274054,4.823506590292723
235.0,2.0082857874261335,4.82459252173497
236.0,2.007852993163515,4.825675838278032
237.0,2.007421555975348,4.826756553547881
238.0,2.006991468657115,4.8278346810646875
239.0,2.0065627240633392,4.828910234243926
240.0,2.006135315106942,4.8299832263974585
241.0,2.005709234758613,4.831053670734611
242.0,2.0052844760461896,4.8321215803632285
243.0,2.0048610320540416,4.833186968290725
244.0,2.004438895922466,4.834249847425113
245.0,2.004018060847089,4.835310230576021
246.0,2.0035985200782775,4.8363681304557025
247.0,2.003180266920556,4.837423559680024
248.0,2.0027632947320324,4.838476530769451
249.0,2.0023475969238334,4.8395270561500086
250.0,2.0019331669595424,4.840575148154244
251.0,2.0015199983546497,4.841620819022164
252.0,2.0011080846760074,4.842664080902169
253.0,2.000697419541292,4.843704945851972
254.0,2.000287996618473,4.844743425839506
255.0,1.9998798096252892,4.845779532743823
256.0,1.9994728523287342,4.846813278355975
257.0,1.9990671185445426,4.847844674379893
258.0,1.998662602136689,4.848873732433246
259.0,1.9982592970168893,4.849900464048298
260.0,1.997857197144111,4.850924880672748
261.0,1.9974562965240874,4.851946993670561
262.0,1.9970565892088399,4.85296681432279
263.0,1.9966580692962055,4.85398435382839
264.0,1.9962607309293705,4.854999623305016
265.0,1.9958645682964102,4.856012633789817
266.0,1.9954695756298337,4.857023396240216
267.0,1.9950757472061358,4.8580319215346845
268.0,1.9946830773453526,4.859038220473506
269.0,1.9942915604106244,4.860042303779527
270.0,1.9939011908077637,4.861044182098904
271.0,1.993511962984828,4.862043866001839
272.0,1.9931238714316974,4.863041365983308
273.0,1.99273691067966,4.864036692463775
274.0,1.9923510753009985,4.865029855789906
275.0,1.9919663599085857,4.86602086623527
276.0,1.9915827591554829,4.867009734001027
277.0,1.9912002677345433,4.867996469216621
278.0,1.990818880378021,4.868981081940447
279.0,1.9904385918571836,4.869963582160527
280.0,1.990059396981932,4.870943979795168
281.0,1.9896812906004213,4.871922284693614
282.0,1.989304267598689,4.872898506636693
283.0,1.9889283229002868,4.873872655337453
284.0,1.9885534514659167,4.8748447404417945
285.0,1.9881796482930718,4.8758147715290905
286.0,1.9878069084156813,4.876782758112805
287.0,1.9874352269037594,4.8777487096411
288.0,1.9870645988630589,4.878712635497437
289.0,1.9866950194347288,4.879674545001172
290.0,1.9863264837949761,4.880634447408143
291.0,1.985958987154731,4.881592351911252
292.0,1.9855925247593167,4.882548267641037
293.0,1.9852270918881232,4.883502203666243
294.0,1.984862683854284,4.884454168994379
295.0,1.984499296004358,4.885404172572278
296.0,1.9841369237180135,4.88635222328664
297.0,1.983775562407718,4.887298329964581
298.0,1.9834152075184293,4.8882425013741635
299.0,1.9830558545272914,4.889184746224928
300.0,1.9826974989433348,4.89012507316842
301.0,1.9823401363071784,4.891063490798705
302.0,1.981983762190736,4.892000007652883
303.0,1.981628372196926,4.892934632211595
304.0,1.9812739619593842,4.893867372899526
305.0,1.980920527142181,4.894798238085894
306.0,1.9805680634395397,4.895727236084949
307.0,1.98021656657556,4.896654375156452
308.0,1.9798660323039434,4.897579663506156
309.0,1.9795164564077232,4.89850310928628
310.0,1.979167834698996,4.899424720595977
311.0,1.9788201630186566,4.9003445054818
312.0,1.9784734372361366,4.901262471938158
313.0,1.9781276532491454,4.90217862790777
314.0,1.9777828069834145,4.903092981282118
315.0,1.977438894392444,4.904005539901882
316.0,1.9770959114572526,4.904916311557388
317.0,1.9767538541861303,4.905825303989038
318.0,1.976412718614393,4.906732524887738
319.0,1.9760725008041415,4.907637981895326
320.0,1.975733196844022,4.9085416826049935
321.0,1.9753948028489887,4.909443634561695
322.0,1.9750573149600712,4.910343845262568
323.0,1.9747207293441418,4.91124232215733
324.0,1.974385042193687,4.912139072648691
325.0,1.974050249726582,4.913034104092747
326.0,1.9737163481858655,4.9139274237993735
327.0,1.9733833338395197,4.914819039032616
328.0,1.97305120298025,4.915708957011077
329.0,1.9727199519252694,4.916597184908299
330.0,1.9723895770160835,4.917483729853138
331.0,1.9720600746182793,4.91836859893014
332.0,1.9717314411213152,4.9192517991799125
333.0,1.9714036729383135,4.920133337599487
334.0,1.9710767665058562,4.921013221142682
335.0,1.9707507182837805,4.9218914567204655
336.0,1.9704255247549793,4.922768051201302
337.0,1.9701011824252026,4.923643011411513
338.0,1.9697776878228603,4.924516344135614
339.0,1.9694550374988289,4.925388056116668
340.0,1.969133228026258,4.926258154056618
341.0,1.968812256000381,4.92712664461663
342.0,1.9684921180383266,4.92799353441742
343.0,1.9681728107789325,4.928858830039592
344.0,1.9678543308825613,4.929722538023954
345.0,1.967536675030918,4.930584664871852
346.0,1.9672198399268694,4.931445217045483
347.0,1.9669038222942665,4.932304200968213
348.0,1.9665886188777668,4.933161623024891
349.0,1.96627422644266,4.934017489562161
350.0,1.965960641774695,4.934871806888766
351.0,1.9656478616799091,4.935724581275852
352.0,1.9653358829844576,4.936575818957273
353.0,1.9650247025344474,4.937425526129886
354.0,1.9647143171957702,4.938273708953844
355.0,1.9644047238539388,4.9391203735528935
356.0,1.9640959194139247,4.939965526014659
357.0,1.9637879007999968,4.940809172390932
358.0,1.9634806649555623,4.941651318697952
359.0,1.9631742088430097,4.942491970916688
360.0,1.9628685294435524,4.943331134993118
361.0,1.9625636237570745,4.944168816838501
362.0,1.962259488801978,4.945005022329654
363.0,1.9619561216150319,4.9458397573092165
364.0,1.9616535192512219,4.946673027585921
365.0,1.961351678783603,4.947504838934854
366.0,1.961050597303152,4.948335197097725
367.0,1.9607502719186234,4.949164107783116
368.0,1.9604506997564042,4.949991576666748
369.0,1.960151877960373,4.950817609391726
370.0,1.9598538036917588,4.951642211568799
371.0,1.9595564741290006,4.952465388776602
372.0,1.9592598864676107,4.9532871465619115
373.0,1.9589640379200375,4.954107490439882
374.0,1.9586689257155296,4.954926425894293
375.0,1.958374547100003,4.955743958377787
376.0,1.9580808993359071,4.956560093312108
377.0,1.9577879797020947,4.957374836088337
378.0,1.957495785493691,4.958188192067123
379.0,1.9572043140219648,4.959000166578917
380.0,1.956913562614202,4.9598107649242
381.0,1.9566235286135785,4.960619992373706
382.0,1.9563342093790352,4.961427854168652
383.0,1.9560456022851547,4.962234355520955
384.0,1.9557577047220382,4.963039501613457
385.0,1.9554705140951847,4.963843297600137
386.0,1.9551840278253698,4.964645748606335
387.0,1.9548982433485282,4.965446859728959
388.0,1.9546131581156343,4.966246636036701
389.0,1.9543287695925862,4.967045082570243
390.0,1.9540450752600897,4.967842204342471
391.0,1.9537620726135447,4.9686380063386775
392.0,1.9534797591629307,4.969432493516765
393.0,1.953198132432695,4.970225670807448
394.0,1.9529171899616413,4.971017543114459
395.0,1.9526369293028194,4.971808115314739
396.0,1.9523573480234166,4.972597392258641
397.0,1.952078443704649,4.973385378770121
398.0,1.9518002139416548,4.974172079646933
399.0,1.951522656343388,4.974957499660818
400.0,1.9512457685325135,4.975741643557699
401.0,1.950969548145303,4.976524516057862
402.0,1.950693992831532,4.977306121856146
403.0,1.9504191002543776,4.978086465622129
404.0,1.950144868090317,4.978865552000307
405.0,1.9498712940290284,4.979643385610278
406.0,1.9495983757732902,4.980419971046921
407.0,1.949326111038884,4.981195312880572
408.0,1.9490544975544966,4.981969415657203
409.0,1.9487835330616232,4.982742283898595
410.0,1.9485132153144724,4.983513922102513
411.0,1.9482435420798712,4.984284334742873
412.0,1.947974511137171,4.98505352626992
413.0,1.9477061202781547,4.9858215011103875
414.0,1.947438367306945,4.986588263667671
415.0,1.9471712500399123,4.987353818321991
416.0,1.946904766305585,4.9881181694305585
417.0,1.9466389139445592,4.988881321327735
418.0,1.946373690809411,4.989643278325198
419.0,1.946109094764607,4.990404044712093
420.0,1.9458451236864185,4.991163624755203
421.0,1.9455817754628344,4.991922022699097
422.0,1.9453190479934757,4.992679242766285
423.0,1.9450569391895107,4.99343528915738
424.0,1.9447954469735713,4.994190166051243
425.0,1.944534569279669,4.994943877605138
426.0,1.944274304053113,4.995696427954884
427.0,1.9440146492504282,4.996447821214998
428.0,1.943755602839274,4.997198061478849
429.0,1.9434971627983637,4.9979471528188
430.0,1.943239327117386,4.998695099286357
431.0,1.9429820937969249,4.999441904912306
432.0,1.9427254608483817,5.000187573706865
433.0,1.9424694262938984,5.000932109659817
434.0,1.9422139881662799,5.001675516740654
435.0,1.941959144508918,5.002417798898716
436.0,1.9417048933757164,5.003158960063328
437.0,1.9414512328310158,5.003899004143936
438.0,1.9411981609495195,5.004637935030242
439.0,1.94094567581622,5.005375756592342
440.0,1.9406937755263265,5.006112472680852
441.0,1.9404424581851922,5.0068480871270475
442.0,1.9401917219082432,5.00758260374299
443.0,1.9399415648209075,5.008316026321657
444.0,1.9396919850585443,5.009048358637071
445.0,1.939442980766375,5.009779604444429
446.0,1.9391945500994132,5.010509767480225
447.0,1.9389466912223976,5.011238851462379
448.0,1.9386994023097224,5.01196686009036
449.0,1.9384526815453715,5.012693797045308
450.0,1.9382065271228508,5.013419665990158
451.0,1.9379609372451225,5.014144470569761
452.0,1.9377159101245396,5.014868214411004
453.0,1.9374714439827807,5.01559090112293
454.0,1.9372275370507857,5.016312534296852
455.0,1.9369841875686915,5.017033117506478
456.0,1.9367413937857694,5.017752654308019
457.0,1.9364991539603615,5.018471148240311
458.0,1.9362574663598193,5.019188602824925
459.0,1.9360163292604413,5.019905021566283
460.0,1.9357757409474117,5.0206204079517684
461.0,1.9355356997147402,5.02133476545184
462.0,1.9352962038652017,5.02204809752014
463.0,1.9350572517102766,5.022760407593606
464.0,1.9348188415700915,5.023471699092577
465.0,1.9345809717733606,5.024181975420906
466.0,1.9343436406573276,5.024891239966062
467.0,1.934106846567708,5.0255994960992405
468.0,1.9338705878586322,5.0263067471754646
469.0,1.9336348628925881,5.027012996533694
470.0,1.9333996700403655,5.027718247496924
471.0,1.9331650076809999,5.028422503372294
472.0,1.9329308742017177,5.029125767451182
473.0,1.9326972679978809,5.029828043009313
474.0,1.932464187472933,5.030529333306854
475.0,1.9322316310383445,5.031229641588518
476.0,1.9319995971135604,5.031928971083659
477.0,1.9317680841259466,5.0326273250063736
478.0,1.9315370905107367,5.033324706555592
479.0,1.9313066147109812,5.034021118915182
480.0,1.9310766551774947,5.0347165652540395
481.0,1.9308472103688048,5.035411048726185
482.0,1.9306182787511013,5.036104572470858
483.0,1.9303898587981856,5.036797139612609
484.0,1.930161948991421,5.037488753261395
485.0,1.9299345478196828,5.038179416512667
486.0,1.929707653779309,5.038869132447466
487.0,1.9294812653740514,5.03955790413251
488.0,1.9292553811150273,5.040245734620283
489.0,1.9290299995206712,5.04093262694913
490.0,1.9288051191166877,5.041618584143336
491.0,1.9285807384360036,5.042303609213223
492.0,1.9283568560187214,5.042987705155232
493.0,1.9281334704120723,5.043670874952008
494.0,1.9279105801703704,5.04435312157249
495.0,1.9276881838549673,5.045034447971992
496.0,1.927466280034206,5.04571485709229
497.0,1.9272448672833762,5.046394351861704
498.0,1.9270239441846693,5.047072935195181
499.0,1.9268035093271345,5.047750609994379
500.0,1.9265835613066349,5.048427379147747
501.0,1.926364098725803,5.049103245530606
502.0,1.9261451201939987,5.049778212005232
503.0,1.9259266243272655,5.050452281420931
504.0,1.9257086097482878,5.051125456614123
505.0,1.9254910750863494,5.05179774040842
506.0,1.9252740189772908,5.0524691356146985
507.0,1.9250574400634681,5.053139645031186
508.0,1.9248413369937116,5.05380927144353
509.0,1.9246257084232847,5.054478017624879
510.0,1.9244105530138436,5.055145886335955
511.0,1.9241958694333967,5.055812880325131
512.0,1.923981656356265,5.056479002328505
513.0,1.923767912463042,5.057144255069971
514.0,1.9235546364405542,5.057808641261297
515.0,1.9233418269818228,5.058472163602197
516.0,1.9231294827860244,5.059134824780399
517.0,1.9229176025584525,5.059796627471722
518.0,1.9227061850104796,5.060457574340145
519.0,1.9224952288595194,5.061117668037875
520.0,1.922284732828989,5.061776911205424
521.0,1.9220746956482715,5.062435306471673
522.0,1.9218651160526796,5.063092856453941
523.0,1.9216559927834183,5.063749563758057
524.0,1.9214473245875485,5.064405430978425
525.0,1.9212391102179516,5.065060460698096
526.0,1.9210313484332926,5.0657146554888275
527.0,1.9208240379979855,5.066368017911158
528.0,1.920617177682157,5.067020550514468
529.0,1.9204107662616123,5.067672255837048
530.0,1.9202048025178002,5.068323136406164
531.0,1.9199992852377779,5.068973194738119
532.0,1.9197942132141772,5.06962243333832
533.0,1.919589585245171,5.0702708547013415
534.0,1.9193854001344386,5.0709184613109874
535.0,1.919181656691133,5.071565255640356
536.0,1.9189783537298475,5.072211240151898
537.0,1.9187754900705822,5.072856417297484
538.0,1.9185730645387122,5.073500789518463
539.0,1.9183710759649542,5.074144359245722
540.0,1.9181695231853344,5.074787128899748
541.0,1.9179684050411576,5.07542910089069
542.0,1.9177677203789738,5.076070277618415
543.0,1.917567468050548,5.076710661472569
544.0,1.917367646912828,5.077350254832638
545.0,1.9171682558279144,5.077989060068001
546.0,1.9169692936630283,5.078627079537992
547.0,1.9167707592904821,5.079264315591958
548.0,1.9165726515876484,5.0799007705693136
549.0,1.91637496943693,5.0805364467995995
550.0,1.9161777117257301,5.081171346602536
551.0,1.9159808773464226,5.081805472288084
552.0,1.9157844651963223,5.082438826156496
553.0,1.915588474177656,5.0830714104983725
554.0,1.9153929031975334,5.083703227594717
555.0,1.9151977511679181,5.084334279716991
556.0,1.9150030170055994,5.084964569127167
557.0,1.914808699632163,5.085594098077781
558.0,1.9146147979739638,5.086222868811989
559.0,1.9144213109620976,5.086850883563615
560.0,1.9142282375323727,5.08747814455721
561.0,1.9140355766252832,5.088104654008096
562.0,1.9138433271859814,5.088730414122425
563.0,1.9136514881642497,5.089355427097227
564.0,1.9134600585144748,5.0899796951204594
565.0,1.9132690371956205,5.090603220371061
566.0,1.9130784231712008,5.091226005018999
567.0,1.912888215409254,5.091848051225324
568.0,1.9126984128823155,5.092469361142213
569.0,1.9125090145673933,5.093089936913024
570.0,1.912320019445941,5.093709780672339
571.0,1.9121314265038325,5.09432889454602
572.0,1.911943234731336,5.094947280651254
573.0,1.9117554431230899,5.095564941096596
574.0,1.9115680506780763,5.0961818779820245
575.0,1.9113810563995972,5.096798093398984
576.0,1.911194459295249,5.097413589430434
577.0,1.9110082583768986,5.098028368150891
578.0,1.910822452660658,5.098642431626482
579.0,1.9106370411668612,5.0992557819149855
580.0,1.9104520229200392,5.099868421065877
581.0,1.9102673969488968,5.100480351120377
582.0,1.9100831622862884,5.101091574111495
583.0,1.9098993179691945,5.101702092064071
584.0,1.9097158630386988,5.102311906994827
585.0,1.9095327965399644,5.102921020912402
586.0,1.909350117522211,5.1035294358174035
587.0,1.9091678250386919,5.104137153702447
588.0,1.9089859181466713,5.1047441765522
589.0,1.908804395907402,5.1053505063434255
590.0,1.9086232573861024,5.105956145045024
591.0,1.9084425016519346,5.106561094618075
592.0,1.9082621277779825,5.107165357015881
593.0,1.9080821348412296,5.1077689341840085
594.0,1.9079025219225367,5.108371828060328
595.0,1.9077232881066213,5.108974040575057
596.0,1.907544432482035,5.1095755736508
597.0,1.9073659541411432,5.11017642920259
598.0,1.9071878521801031,5.110776609137927
599.0,1.9070101256988432,5.111376115356821
600.0,1.9068327738010418,5.111974949751829
601.0,1.9066557955941066,5.112573114208097
602.0,1.906479190189154,5.113170610603396
603.0,1.9063029567009888,5.113767440808164
604.0,1.9061270942480835,5.114363606685546
605.0,1.9059516019525584,5.114959110091427
606.0,1.9057764789401614,5.115553952874476
607.0,1.905601724340248,5.11614813687618
608.0,1.9054273372857617,5.116741663930885
609.0,1.9052533169132142,5.11733453586583
610.0,1.9050796623626658,5.11792675450119
611.0,1.9049063727777062,5.118518321650106
612.0,1.9047334473054354,5.119109239118724
613.0,1.9045608850964437,5.119699508706236
614.0,1.9043886853047942,5.120289132204911
615.0,1.9042168470880023,5.120878111400132
616.0,1.9040453696070179,5.121466448070436
617.0,1.9038742520262069,5.122054143987542
618.0,1.903703493513332,5.122641200916395
619.0,1.9035330932395347,5.123227620615195
620.0,1.9033630503793177,5.123813404835432
621.0,1.9031933641105256,5.124398555321926
622.0,1.9030240336143274,5.124983073812855
623.0,1.9028550580751988,5.125566962039794
624.0,1.9026864366809046,5.1261502217277455
625.0,1.9025181686224806,5.1267328545951765
626.0,1.902350253094216,5.12731486235405
627.0,1.9021826892936364,5.127896246709858
628.0,1.9020154764214865,5.1284770093616565
629.0,1.9018486136817123,5.1290571520020976
630.0,1.901682100281445,5.129636676317461
631.0,1.9015159354309834,5.13021558398769
632.0,1.901350118343777,5.130793876686417
633.0,1.9011846482364099,5.131371556081006
634.0,1.901019524328583,5.131948623832573
635.0,1.9008547458430989,5.132525081596025
636.0,1.9006903120058447,5.133100931020092
637.0,1.9005262220457757,5.133676173747352
638.0,1.9003624751948995,5.134250811414269
639.0,1.9001990706882597,5.13482484565122
640.0,1.90003600776392,5.135398278082527
641.0,1.8998732856629483,5.135971110326486
642.0,1.899710903629401,5.136543343995401
643.0,1.8995488609103077,5.137114980695608
644.0,1.8993871567556546,5.137686022027511
645.0,1.8992257904183698,5.138256469585608
646.0,1.8990647611543081,5.138826324958523
647.0,1.8989040682222353,5.139395589729034
648.0,1.8987437108838132,5.139964265474102
649.0,1.8985836884035845,5.1405323537649
650.0,1.8984240000489578,5.141099856166843
651.0,1.898264645090193,5.1416667742396145
652.0,1.8981056228003859,5.142233109537199
653.0,1.8979469324554543,5.142798863607904
654.0,1.897788573334123,5.143364037994395
655.0,1.8976305447179094,5.143928634233719
656.0,1.8974728458911088,5.144492653857332
657.0,1.8973154761407804,5.14505609839113
658.0,1.8971584347567334,5.145618969355474
659.0,1.897001721031512,5.146181268265217
660.0,1.896845334260382,5.146742996629732
661.0,1.8966892737413168,5.1473041559529396
662.0,1.8965335387749835,5.147864747733333
663.0,1.8963781286647292,5.148424773464006
664.0,1.896223042716567,5.148984234632677
665.0,1.8960682802391626,5.149543132721721
666.0,1.895913840543821,5.150101469208188
667.0,1.8957597229444725,5.150659245563835
668.0,1.8956059267576604,5.151216463255149
669.0,1.8954524513025266,5.151773123743372
670.0,1.8952992959007988,5.152329228484531
671.0,1.895146459876778,5.152884778929455
672.0,1.8949939425573248,5.153439776523811
673.0,1.8948417432718467,5.1539942227081195
674.0,1.8946898613522851,5.154548118917782
675.0,1.894538296133103,5.155101466583111
676.0,1.8943870469512718,5.155654267129346
677.0,1.8942361131462588,5.156206521976686
678.0,1.8940854940600151,5.156758232540307
679.0,1.893935189036963,5.157309400230391
680.0,1.8937851974239825,5.157860026452146
681.0,1.893635518570401,5.158410112605834
682.0,1.8934861518279795,5.158959660086793
683.0,1.8933370965509013,5.159508670285457
684.0,1.8931883520957593,5.160057144587387
685.0,1.8930399178215447,5.160605084373285
686.0,1.8928917930896347,5.161152491019026
687.0,1.8927439772637804,5.161699365895675
688.0,1.8925964697100957,5.162245710369512
689.0,1.8924492697970448,5.162791525802056
690.0,1.8923023768954312,5.163336813550083
691.0,1.8921557903783863,5.163881574965654
692.0,1.892009509621357,5.164425811396134
693.0,1.8918635340020948,5.164969524184215
694.0,1.8917178629006453,5.16551271466794
695.0,1.8915724956993352,5.166055384180718
696.0,1.8914274317827624,5.166597534051357
697.0,1.8912826705377845,5.167139165604076
698.0,1.8911382113535076,5.16768028015853
699.0,1.8909940536212755,5.168220879029832
700.0,1.8908501967346585,5.168760963528573
701.0,1.890706640089443,5.169300534960846
702.0,1.8905633830836202,5.169839594628263
703.0,1.8904204251173753,5.1703781438279774
704.0,1.8902777655930776,5.1709161838527065
705.0,1.890135403915269,5.17145371599075
706.0,1.8899933394906538,5.171990741526012
707.0,1.8898515717280886,5.172527261738021
708.0,1.8897101000385712,5.1730632779019485
709.0,1.8895689238352307,5.173598791288632
710.0,1.8894280425333168,5.174133803164595
711.0,1.8892874555501902,5.174668314792062
712.0,1.889147162305312,5.175202327428986
713.0,1.8890071622202336,5.175735842329062
714.0,1.8888674547185864,5.17626886074175
715.0,1.8887280392260726,5.176801383912293
716.0,1.8885889151704547,5.177333413081738
717.0,1.8884500819815455,5.177864949486952
718.0,1.8883115390911986,5.178395994360644
719.0,1.8881732859332985,5.1789265489313845
720.0,1.888035321943751,5.179456614423622
721.0,1.8878976465604735,5.179986192057704
722.0,1.8877602592233855,5.180515283049894
723.0,1.887623159374399,5.1810438886123915
724.0,1.887486346457409,5.181572009953349
725.0,1.8873498199182839,5.1820996482768935
726.0,1.8872135792048566,5.182626804783141
727.0,1.887077623766915,5.183153480668217
728.0,1.8869419530561924,5.183679677124274
729.0,1.8868065665263591,5.184205395339508
730.0,1.8866714636330124,5.184730636498181
731.0,1.886536643833668,5.185255401780633
732.0,1.8864021065877505,5.185779692363304
733.0,1.8862678513565856,5.186303509418749
734.0,1.8861338776033898,5.1868268541156555
735.0,1.886000184793262,5.187349727618865
736.0,1.8858667723931748,5.187872131089384
737.0,1.8857336398719657,5.188394065684407
738.0,1.8856007867003286,5.188915532557329
739.0,1.8854682123508046,5.189436532857765
740.0,1.8853359162977736,5.189957067731567
741.0,1.885203898017446,5.190477138320839
742.0,1.8850721569878537,5.190996745763956
743.0,1.8849406926888421,5.191515891195579
744.0,1.8848095046020614,5.192034575746673
745.0,1.8846785922109583,5.192552800544521
746.0,1.8845479550007678,5.193070566712744
747.0,1.8844175924585043,5.193587875371312
748.0,1.8842875040729543,5.194104727636567
749.0,1.8841576893346677,5.194621124621234
750.0,1.8840281477359495,5.195137067434437
751.0,1.8838988787708522,5.195652557181717
752.0,1.8837698819351671,5.196167594965048
753.0,1.8836411567264173,5.196682181882852
754.0,1.8835127026438485,5.197196319030014
755.0,1.8833845191884222,5.197710007497897
756.0,1.883256605862807,5.198223248374361
757.0,1.8831289621713716,5.198736042743773
758.0,1.883001587620176,5.199248391687028
759.0,1.8828744817169647,5.199760296281559
760.0,1.8827476439711588,5.200271757601357
761.0,1.8826210738938478,5.200782776716982
762.0,1.8824947709977826,5.201293354695579
763.0,1.8823687347973677,5.201803492600896
764.0,1.8822429648086538,5.202313191493294
765.0,1.8821174605493303,5.202822452429766
766.0,1.8819922215387177,5.203331276463947
767.0,1.8818672472977607,5.203839664646134
768.0,1.8817425373490202,5.204347618023296
769.0,1.8816180912166662,5.2048551376390915
770.0,1.881493908426471,5.2053622245338795
771.0,1.8813699885058013,5.205868879744738
772.0,1.8812463309836112,5.206375104305474
773.0,1.8811229353904357,5.206880899246641
774.0,1.8809998012583828,5.2073862655955505
